year,sex,age,idierp
2011,Male,90,6405
2012,Female,0,29760
2012,Female,1,30141
2012,Female,2,30693
2012,Female,3,30030
2012,Female,4,30660
2012,Female,5,29901
2012,Female,6,28872
2012,Female,7,28107
2012,Female,8,28470
2012,Female,9,27585
2012,Female,10,27981
2012,Female,11,28767
2012,Female,12,29361
2012,Female,13,28467
2012,Female,14,29322
2012,Female,15,29547
2012,Female,16,29829
2012,Female,17,30825
2012,Female,18,30642
2012,Female,19,31233
2012,Female,20,31680
2012,Female,21,32508
2012,Female,22,31515
2012,Female,23,29994
2012,Female,24,29250
2012,Female,25,27888
2012,Female,26,27747
2012,Female,27,27915
2012,Female,28,27939
2012,Female,29,28185
2012,Female,30,27960
2012,Female,31,27711
2012,Female,32,27984
2012,Female,33,28212
2012,Female,34,27366
2012,Female,35,27783
2012,Female,36,27990
2012,Female,37,29394
2012,Female,38,30711
2012,Female,39,31725
2012,Female,40,33279
2012,Female,41,33735
2012,Female,42,32508
2012,Female,43,32955
2012,Female,44,32550
2012,Female,45,32535
2012,Female,46,32034
2012,Female,47,32535
2012,Female,48,33747
2012,Female,49,34479
2012,Female,50,34392
2012,Female,51,33510
2012,Female,52,31869
2012,Female,53,31578
2012,Female,54,29823
2012,Female,55,29010
2012,Female,56,28317
2012,Female,57,27306
2012,Female,58,26778
2012,Female,59,25614
2012,Female,60,25239
2012,Female,61,24462
2012,Female,62,24612
2012,Female,63,23796
2012,Female,64,24243
2012,Female,65,24582
2012,Female,66,20679
2012,Female,67,19602
2012,Female,68,18453
2012,Female,69,16542
2012,Female,70,18678
2012,Female,71,17919
2012,Female,72,16347
2012,Female,73,15021
2012,Female,74,14181
2012,Female,75,13320
2012,Female,76,12495
2012,Female,77,11640
2012,Female,78,11322
2012,Female,79,11058
2012,Female,80,10557
2012,Female,81,10443
2012,Female,82,9615
2012,Female,83,8847
2012,Female,84,8331
2012,Female,85,7596
2012,Female,86,6951
2012,Female,87,6441
2012,Female,88,5460
2012,Female,89,4701
2012,Female,90,17628
2012,Male,0,31221
2012,Male,1,31650
2012,Male,2,32253
2012,Male,3,32328
2012,Male,4,32457
2012,Male,5,31518
2012,Male,6,30111
2012,Male,7,29655
2012,Male,8,29727
2012,Male,9,29184
2012,Male,10,29082
2012,Male,11,30225
2012,Male,12,30810
2012,Male,13,30210
2012,Male,14,31062
2012,Male,15,30945
2012,Male,16,31980
2012,Male,17,32544
2012,Male,18,32625
2012,Male,19,33666
2012,Male,20,34341
2012,Male,21,35118
2012,Male,22,33720
2012,Male,23,32391
2012,Male,24,31248
2012,Male,25,29805
2012,Male,26,28374
2012,Male,27,27867
2012,Male,28,27912
2012,Male,29,27657
2012,Male,30,27249
2012,Male,31,27243
2012,Male,32,26784
2012,Male,33,26547
2012,Male,34,26082
2012,Male,35,26877
2012,Male,36,26730
2012,Male,37,27657
2012,Male,38,28947
2012,Male,39,30021
2012,Male,40,31278
2012,Male,41,31803
2012,Male,42,31113
2012,Male,43,31398
2012,Male,44,31020
2012,Male,45,30693
2012,Male,46,30864
2012,Male,47,31227
2012,Male,48,32229
2012,Male,49,32403
2012,Male,50,32490
2012,Male,51,31407
2012,Male,52,30384
2012,Male,53,29976
2012,Male,54,28320
2012,Male,55,27771
2012,Male,56,26772
2012,Male,57,25929
2012,Male,58,25221
2012,Male,59,24237
2012,Male,60,24141
2012,Male,61,23592
2012,Male,62,23397
2012,Male,63,23058
2012,Male,64,22980
2012,Male,65,23292
2012,Male,66,19464
2012,Male,67,18228
2012,Male,68,17469
2012,Male,69,15288
2012,Male,70,16956
2012,Male,71,16425
2012,Male,72,14901
2012,Male,73,13083
2012,Male,74,12483
2012,Male,75,11544
2012,Male,76,10677
2012,Male,77,10101
2012,Male,78,9378
2012,Male,79,8745
2012,Male,80,8592
2012,Male,81,8202
2012,Male,82,7095
2012,Male,83,6543
2012,Male,84,5805
2012,Male,85,5139
2012,Male,86,4266
2012,Male,87,3756
2012,Male,88,2964
2012,Male,89,2457
2012,Male,90,6936
2013,Female,0,29289
2013,Female,1,29445
2013,Female,2,29982
2013,Female,3,30594
2013,Female,4,29865
2013,Female,5,30528
2013,Female,6,29862
2013,Female,7,28752
2013,Female,8,28032
2013,Female,9,28368
2013,Female,10,27534
2013,Female,11,27924
2013,Female,12,28713
2013,Female,13,29265
2013,Female,14,28452
2013,Female,15,29454
2013,Female,16,29685
2013,Female,17,30024
2013,Female,18,30618
2013,Female,19,30714
2013,Female,20,31275
2013,Female,21,31446
2013,Female,22,31926
2013,Female,23,30945
2013,Female,24,29796
2013,Female,25,29181
2013,Female,26,28125
2013,Female,27,27900
2013,Female,28,28206
2013,Female,29,28188
2013,Female,30,28515
2013,Female,31,28290
2013,Female,32,27795
2013,Female,33,28056
2013,Female,34,28236
2013,Female,35,27435
2013,Female,36,27804
2013,Female,37,28038
2013,Female,38,29442
2013,Female,39,30699
2013,Female,40,31680
2013,Female,41,33237
2013,Female,42,33648
2013,Female,43,32502
2013,Female,44,32829
2013,Female,45,32439
2013,Female,46,32364
2013,Female,47,31830
2013,Female,48,32391
2013,Female,49,33516
2013,Female,50,34218
2013,Female,51,34218
2013,Female,52,33258
2013,Female,53,31701
2013,Female,54,31350
2013,Female,55,29676
2013,Female,56,28884
2013,Female,57,28215
2013,Female,58,27219
2013,Female,59,26715
2013,Female,60,25566
2013,Female,61,25110
2013,Female,62,24381
2013,Female,63,24552
2013,Female,64,23736
2013,Female,65,24480
2013,Female,66,24474
2013,Female,67,20505
2013,Female,68,19479
2013,Female,69,18264
2013,Female,70,16338
2013,Female,71,18444
2013,Female,72,17694
2013,Female,73,16146
2013,Female,74,14739
2013,Female,75,13893
2013,Female,76,13053
2013,Female,77,12165
2013,Female,78,11331
2013,Female,79,10950
2013,Female,80,10698
2013,Female,81,10146
2013,Female,82,9987
2013,Female,83,9120
2013,Female,84,8361
2013,Female,85,7731
2013,Female,86,6993
2013,Female,87,6354
2013,Female,88,5808
2013,Female,89,4851
2013,Female,90,18186
2013,Male,0,30693
2013,Male,1,30900
2013,Male,2,31488
2013,Male,3,32160
2013,Male,4,32259
2013,Male,5,32313
2013,Male,6,31389
2013,Male,7,29967
2013,Male,8,29508
2013,Male,9,29655
2013,Male,10,29130
2013,Male,11,28950
2013,Male,12,30132
2013,Male,13,30756
2013,Male,14,30225
2013,Male,15,31146
2013,Male,16,31119
2013,Male,17,32109
2013,Male,18,32502
2013,Male,19,33099
2013,Male,20,34023
2013,Male,21,34401
2013,Male,22,34827
2013,Male,23,33345
2013,Male,24,32019
2013,Male,25,31011
2013,Male,26,29613
2013,Male,27,28380
2013,Male,28,27942
2013,Male,29,28014
2013,Male,30,27951
2013,Male,31,27558
2013,Male,32,27408
2013,Male,33,26922
2013,Male,34,26610
2013,Male,35,26148
2013,Male,36,26937
2013,Male,37,26814
2013,Male,38,27654
2013,Male,39,29016
2013,Male,40,30069
2013,Male,41,31182
2013,Male,42,31788
2013,Male,43,31059
2013,Male,44,31287
2013,Male,45,30942
2013,Male,46,30675
2013,Male,47,30678
2013,Male,48,31056
2013,Male,49,32001
2013,Male,50,32253
2013,Male,51,32310
2013,Male,52,31209
2013,Male,53,30198
2013,Male,54,29838
2013,Male,55,28197
2013,Male,56,27585
2013,Male,57,26559
2013,Male,58,25782
2013,Male,59,25017
2013,Male,60,24159
2013,Male,61,24027
2013,Male,62,23502
2013,Male,63,23202
2013,Male,64,22950
2013,Male,65,23073
2013,Male,66,23142
2013,Male,67,19311
2013,Male,68,18063
2013,Male,69,17211
2013,Male,70,15012
2013,Male,71,16656
2013,Male,72,16104
2013,Male,73,14529
2013,Male,74,12771
2013,Male,75,12129
2013,Male,76,11154
2013,Male,77,10275
2013,Male,78,9690
2013,Male,79,8955
2013,Male,80,8283
2013,Male,81,8085
2013,Male,82,7695
2013,Male,83,6546
2013,Male,84,6012
2013,Male,85,5241
2013,Male,86,4602
2013,Male,87,3744
2013,Male,88,3222
2013,Male,89,2460
2013,Male,90,7515
2014,Female,0,28218
2014,Female,1,29247
2014,Female,2,29538
2014,Female,3,30102
2014,Female,4,30789
2014,Female,5,30075
2014,Female,6,30690
2014,Female,7,29943
2014,Female,8,28830
2014,Female,9,28143
2014,Female,10,28425
2014,Female,11,27633
2014,Female,12,28047
2014,Female,13,28830
2014,Female,14,29388
2014,Female,15,28743
2014,Female,16,29769
2014,Female,17,30021
2014,Female,18,30117
2014,Female,19,30897
2014,Female,20,30966
2014,Female,21,31338
2014,Female,22,31311
2014,Female,23,31974
2014,Female,24,31278
2014,Female,25,30264
2014,Female,26,29928
2014,Female,27,28848
2014,Female,28,28584
2014,Female,29,28923
2014,Female,30,28824
2014,Female,31,29037
2014,Female,32,28563
2014,Female,33,28209
2014,Female,34,28335
2014,Female,35,28482
2014,Female,36,27594
2014,Female,37,28050
2014,Female,38,28161
2014,Female,39,29577
2014,Female,40,30834
2014,Female,41,31797
2014,Female,42,33282
2014,Female,43,33681
2014,Female,44,32589
2014,Female,45,32844
2014,Female,46,32484
2014,Female,47,32265
2014,Female,48,31680
2014,Female,49,32235
2014,Female,50,33411
2014,Female,51,34077
2014,Female,52,34128
2014,Female,53,33165
2014,Female,54,31623
2014,Female,55,31311
2014,Female,56,29679
2014,Female,57,28848
2014,Female,58,28179
2014,Female,59,27144
2014,Female,60,26673
2014,Female,61,25563
2014,Female,62,25107
2014,Female,63,24330
2014,Female,64,24537
2014,Female,65,24042
2014,Female,66,24387
2014,Female,67,24372
2014,Female,68,20355
2014,Female,69,19332
2014,Female,70,18102
2014,Female,71,16140
2014,Female,72,18207
2014,Female,73,17457
2014,Female,74,15900
2014,Female,75,14481
2014,Female,76,13632
2014,Female,77,12735
2014,Female,78,11826
2014,Female,79,10968
2014,Female,80,10572
2014,Female,81,10272
2014,Female,82,9690
2014,Female,83,9495
2014,Female,84,8640
2014,Female,85,7797
2014,Female,86,7161
2014,Female,87,6441
2014,Female,88,5754
2014,Female,89,5178
2014,Female,90,18960
2014,Male,0,30042
2014,Male,1,30630
2014,Male,2,31062
2014,Male,3,31677
2014,Male,4,32409
2014,Male,5,32358
2014,Male,6,32484
2014,Male,7,31494
2014,Male,8,30048
2014,Male,9,29610
2014,Male,10,29763
2014,Male,11,29253
2014,Male,12,29022
2014,Male,13,30225
2014,Male,14,30882
2014,Male,15,30513
2014,Male,16,31479
2014,Male,17,31464
2014,Male,18,32349
2014,Male,19,33270
2014,Male,20,33900
2014,Male,21,34518
2014,Male,22,34809
2014,Male,23,35037
2014,Male,24,33672
2014,Male,25,32349
2014,Male,26,31269
2014,Male,27,30036
2014,Male,28,28917
2014,Male,29,28368
2014,Male,30,28590
2014,Male,31,28572
2014,Male,32,28065
2014,Male,33,27798
2014,Male,34,27276
2014,Male,35,26961
2014,Male,36,26451
2014,Male,37,27165
2014,Male,38,27069
2014,Male,39,27855
2014,Male,40,29229
2014,Male,41,30321
2014,Male,42,31332
2014,Male,43,31944
2014,Male,44,31260
2014,Male,45,31410
2014,Male,46,31011
2014,Male,47,30621
2014,Male,48,30639
2014,Male,49,31014
2014,Male,50,32019
2014,Male,51,32208
2014,Male,52,32229
2014,Male,53,31140
2014,Male,54,30117
2014,Male,55,29805
2014,Male,56,28089
2014,Male,57,27522
2014,Male,58,26511
2014,Male,59,25722
2014,Male,60,24933
2014,Male,61,24129
2014,Male,62,24015
2014,Male,63,23433
2014,Male,64,23109
2014,Male,65,23124
2014,Male,66,22923
2014,Male,67,22917
2014,Male,68,19098
2014,Male,69,17835
2014,Male,70,16968
2014,Male,71,14760
2014,Male,72,16341
2014,Male,73,15711
2014,Male,74,14175
2014,Male,75,12417
2014,Male,76,11751
2014,Male,77,10791
2014,Male,78,9867
2014,Male,79,9240
2014,Male,80,8523
2014,Male,81,7818
2014,Male,82,7572
2014,Male,83,7161
2014,Male,84,5985
2014,Male,85,5469
2014,Male,86,4704
2014,Male,87,4053
2014,Male,88,3291
2014,Male,89,2769
2014,Male,90,8001
2015,Female,0,28029
2015,Female,1,28020
2015,Female,2,29256
2015,Female,3,29715
2015,Female,4,30360
2015,Female,5,31056
2015,Female,6,30306
2015,Female,7,30831
2015,Female,8,30069
2015,Female,9,28950
2015,Female,10,28335
2015,Female,11,28563
2015,Female,12,27849
2015,Female,13,28197
2015,Female,14,29052
2015,Female,15,29799
2015,Female,16,29568
2015,Female,17,30336
2015,Female,18,30162
2015,Female,19,30792
2015,Female,20,31506
2015,Female,21,31335
2015,Female,22,31656
2015,Female,23,32226
2015,Female,24,33171
2015,Female,25,32625
2015,Female,26,31719
2015,Female,27,31632
2015,Female,28,30396
2015,Female,29,30000
2015,Female,30,30138
2015,Female,31,29865
2015,Female,32,29658
2015,Female,33,29178
2015,Female,34,28707
2015,Female,35,28686
2015,Female,36,28791
2015,Female,37,27816
2015,Female,38,28323
2015,Female,39,28341
2015,Female,40,29733
2015,Female,41,31056
2015,Female,42,31926
2015,Female,43,33399
2015,Female,44,33855
2015,Female,45,32715
2015,Female,46,32883
2015,Female,47,32511
2015,Female,48,32253
2015,Female,49,31641
2015,Female,50,32178
2015,Female,51,33441
2015,Female,52,34041
2015,Female,53,34080
2015,Female,54,33096
2015,Female,55,31611
2015,Female,56,31287
2015,Female,57,29706
2015,Female,58,28860
2015,Female,59,28209
2015,Female,60,27207
2015,Female,61,26697
2015,Female,62,25527
2015,Female,63,25164
2015,Female,64,24297
2015,Female,65,24873
2015,Female,66,23988
2015,Female,67,24285
2015,Female,68,24162
2015,Female,69,20181
2015,Female,70,19167
2015,Female,71,17916
2015,Female,72,15951
2015,Female,73,17955
2015,Female,74,17163
2015,Female,75,15621
2015,Female,76,14199
2015,Female,77,13299
2015,Female,78,12381
2015,Female,79,11481
2015,Female,80,10572
2015,Female,81,10113
2015,Female,82,9762
2015,Female,83,9141
2015,Female,84,8934
2015,Female,85,8010
2015,Female,86,7188
2015,Female,87,6552
2015,Female,88,5808
2015,Female,89,5148
2015,Female,90,19803
2015,Male,0,29895
2015,Male,1,29850
2015,Male,2,30666
2015,Male,3,31224
2015,Male,4,31911
2015,Male,5,32637
2015,Male,6,32592
2015,Male,7,32637
2015,Male,8,31644
2015,Male,9,30216
2015,Male,10,29847
2015,Male,11,29955
2015,Male,12,29439
2015,Male,13,29214
2015,Male,14,30432
2015,Male,15,31296
2015,Male,16,31131
2015,Male,17,31959
2015,Male,18,31899
2015,Male,19,33858
2015,Male,20,34938
2015,Male,21,35265
2015,Male,22,35976
2015,Male,23,36516
2015,Male,24,36648
2015,Male,25,35328
2015,Male,26,33642
2015,Male,27,32565
2015,Male,28,31347
2015,Male,29,30279
2015,Male,30,29697
2015,Male,31,29694
2015,Male,32,29388
2015,Male,33,28803
2015,Male,34,28470
2015,Male,35,27972
2015,Male,36,27552
2015,Male,37,26904
2015,Male,38,27612
2015,Male,39,27489
2015,Male,40,28257
2015,Male,41,29547
2015,Male,42,30534
2015,Male,43,31647
2015,Male,44,32154
2015,Male,45,31428
2015,Male,46,31515
2015,Male,47,31080
2015,Male,48,30681
2015,Male,49,30678
2015,Male,50,31023
2015,Male,51,31938
2015,Male,52,32169
2015,Male,53,32145
2015,Male,54,31059
2015,Male,55,30120
2015,Male,56,29661
2015,Male,57,28023
2015,Male,58,27429
2015,Male,59,26427
2015,Male,60,25686
2015,Male,61,24960
2015,Male,62,24069
2015,Male,63,23943
2015,Male,64,23337
2015,Male,65,23304
2015,Male,66,22974
2015,Male,67,22698
2015,Male,68,22632
2015,Male,69,18834
2015,Male,70,17589
2015,Male,71,16632
2015,Male,72,14481
2015,Male,73,15957
2015,Male,74,15324
2015,Male,75,13785
2015,Male,76,12015
2015,Male,77,11337
2015,Male,78,10359
2015,Male,79,9453
2015,Male,80,8778
2015,Male,81,8070
2015,Male,82,7290
2015,Male,83,7056
2015,Male,84,6633
2015,Male,85,5442
2015,Male,86,4890
2015,Male,87,4113
2015,Male,88,3510
2015,Male,89,2784
2015,Male,90,8463
2016,Female,0,27780
2016,Female,1,27939
2016,Female,2,28104
2016,Female,3,29472
2016,Female,4,30003
2016,Female,5,30744
2016,Female,6,31377
2016,Female,7,30546
2016,Female,8,31101
2016,Female,9,30318
2016,Female,10,29220
2016,Female,11,28611
2016,Female,12,28833
2016,Female,13,28062
2016,Female,14,28437
2016,Female,15,29682
2016,Female,16,30720
2016,Female,17,29871
2016,Female,18,30240
2016,Female,19,31086
2016,Female,20,31251
2016,Female,21,32013
2016,Female,22,31767
2016,Female,23,32646
2016,Female,24,33318
2016,Female,25,34413
2016,Female,26,33957
2016,Female,27,33006
2016,Female,28,32952
2016,Female,29,31653
2016,Female,30,31029
2016,Female,31,31191
2016,Female,32,30549
2016,Female,33,30246
2016,Female,34,29775
2016,Female,35,29196
2016,Female,36,29115
2016,Female,37,29262
2016,Female,38,28191
2016,Female,39,28626
2016,Female,40,28602
2016,Female,41,29991
2016,Female,42,31266
2016,Female,43,32112
2016,Female,44,33552
2016,Female,45,33999
2016,Female,46,32799
2016,Female,47,32901
2016,Female,48,32496
2016,Female,49,32244
2016,Female,50,31605
2016,Female,51,32178
2016,Female,52,33375
2016,Female,53,34002
2016,Female,54,34047
2016,Female,55,33039
2016,Female,56,31650
2016,Female,57,31272
2016,Female,58,29667
2016,Female,59,28860
2016,Female,60,28200
2016,Female,61,27288
2016,Female,62,26712
2016,Female,63,25494
2016,Female,64,25107
2016,Female,65,24627
2016,Female,66,24771
2016,Female,67,23886
2016,Female,68,24120
2016,Female,69,23961
2016,Female,70,19995
2016,Female,71,18954
2016,Female,72,17673
2016,Female,73,15735
2016,Female,74,17643
2016,Female,75,16866
2016,Female,76,15336
2016,Female,77,13857
2016,Female,78,12918
2016,Female,79,11997
2016,Female,80,11073
2016,Female,81,10215
2016,Female,82,9633
2016,Female,83,9276
2016,Female,84,8637
2016,Female,85,8349
2016,Female,86,7419
2016,Female,87,6579
2016,Female,88,5892
2016,Female,89,5196
2016,Female,90,20427
2016,Male,0,29490
2016,Male,1,29733
2016,Male,2,29988
2016,Male,3,30894
2016,Male,4,31509
2016,Male,5,32331
2016,Male,6,32994
2016,Male,7,32850
2016,Male,8,32952
2016,Male,9,31932
2016,Male,10,30501
2016,Male,11,30099
2016,Male,12,30204
2016,Male,13,29751
2016,Male,14,29550
2016,Male,15,30942
2016,Male,16,32070
2016,Male,17,31608
2016,Male,18,32247
2016,Male,19,33195
2016,Male,20,35025
2016,Male,21,35976
2016,Male,22,36174
2016,Male,23,37140
2016,Male,24,37722
2016,Male,25,37713
2016,Male,26,36381
2016,Male,27,34575
2016,Male,28,33690
2016,Male,29,32544
2016,Male,30,31356
2016,Male,31,30660
2016,Male,32,30540
2016,Male,33,30168
2016,Male,34,29526
2016,Male,35,29172
2016,Male,36,28548
2016,Male,37,28128
2016,Male,38,27408
2016,Male,39,28074
2016,Male,40,27957
2016,Male,41,28620
2016,Male,42,29898
2016,Male,43,30888
2016,Male,44,31953
2016,Male,45,32334
2016,Male,46,31653
2016,Male,47,31635
2016,Male,48,31185
2016,Male,49,30660
2016,Male,50,30729
2016,Male,51,30984
2016,Male,52,31932
2016,Male,53,32160
2016,Male,54,32196
2016,Male,55,31026
2016,Male,56,30048
2016,Male,57,29694
2016,Male,58,27933
2016,Male,59,27429
2016,Male,60,26391
2016,Male,61,25722
2016,Male,62,24897
2016,Male,63,23937
2016,Male,64,23868
2016,Male,65,23532
2016,Male,66,23184
2016,Male,67,22770
2016,Male,68,22554
2016,Male,69,22404
2016,Male,70,18579
2016,Male,71,17325
2016,Male,72,16341
2016,Male,73,14172
2016,Male,74,15534
2016,Male,75,14898
2016,Male,76,13386
2016,Male,77,11607
2016,Male,78,10872
2016,Male,79,9936
2016,Male,80,8994
2016,Male,81,8325
2016,Male,82,7590
2016,Male,83,6783
2016,Male,84,6510
2016,Male,85,6045
2016,Male,86,4890
2016,Male,87,4347
2016,Male,88,3630
2016,Male,89,3033
2016,Male,90,8943
